FacultyName,Course,Comments,Target,Class,Teaching Pedagogy_terms,Teaching Pedagogy_polarity,Knowledge_terms,Knowledge_polarity,Fair in Assessment_terms,Fair in Assessment_polarity,Experience_terms,Experience_polarity,Behavior_terms,Behavior_polarity
Faculty_43,Islamic Studies,course is nice,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Get alot of knowledge,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Course was very  informative for our daily life too.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Course was informative,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"N/A
GOOD FOR RILIGIOUS PERSPECTIVE IN UNIVERSITIES",Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,¿this course is very helpful for or religion side knowledge . it is very important that this course is also add in All semesters through out we always connected .,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,This course is compulsory for Muslims.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Excellent,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,well,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,the course is well maintained and is relevant till today.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,great knowledge,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,nice subject,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,ofcourse best subject ever!,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Allhamdulillah We are one week before done with our syllabus sir explained each and every topic,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Alhumdulliah,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,sir khalid shafi is very good teacher and i learn alot from sir and increase my knowledge,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,he is my favourite teacher,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,thankyou MR. dr. KHALID SHAFI for your unwavering dedication to fostering a positive and engaging learning environment.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Teacher is competitive and intelligent,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Good teacher,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Appreciate the efforts.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Well experienced teacher,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,THANK YOU .For your unwavering dedication to fostering a positive and engage learning environment,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,CoOperative,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,good,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,very straight forward teacher which is good thong,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,good learning time,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Great,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,nice teacher but unfair at assessment,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Very friendly and co-operative,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Sir is very Cooperative and supportive.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Cooperative,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"N/A 
COPERATIVE, WELL BEHAVED .",Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,¿¿he is always prepered for class and teach in a very good way,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,He is best teacher.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Excellent,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Your Explanations are so clear easy to understand,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Teacher was good and fair in assessment But he judged things too quickly. He thought that when a student asks a question that is a bit controversial he assumed it was to make fun of t he religion while that might not always be the case.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,great teacher with great knowledge,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,sir is very good his teaching method is also so good,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,mashallah teacher is very good and knowledgeable about islam and very motivating . I never see that type of teacher in my life...,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"Our Islamiat teacher Sir khalid shafi is very good teacher & human being 
he is very cooperative",Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Sir khalid shifi is very good teacher. he is very cooperative,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,It was Very much beneficial because we know the basics of Islam and being a Muslim we should know about them.,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Course was knowledgeful,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,I believe this should be an optional course,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Course is beneficial,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Course was very informative and knowledgeable,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,the course isa very helpfull and very informative,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,It's good course,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,course is good.,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Wonderful  teacher,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"Engaging and insightful course; provides valuable knowledge with clear explanations, making learning enjoyable and effective.",Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,very informative cousre,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,N/A.,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"¿Engaging and insightful course; provides valuable knowledge with clear explanations, making learning enjoyable and effective.",Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Course is all about the Din Islam,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Knowledgeable,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Enhance Islamic knowledge,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Knowledgeable,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,A very Great Course,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"N/A
Favourite subject",Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Enhance Islamic Knowledge,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Very good course,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,N/A.,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Great,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Good,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,¿,Course,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Teacher is sincere with his work and sometimes strict.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Sir teach us well and sir has knowledge about the subject and sir is little bit strict,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"He is so rude, judgemental and always keeps scolding every student whenever he gets a chance to scold and insult them. He never takes any question and always have this attitude that don't ask questions and just listen to what i am saying.",Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,He is Very much hard working,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Best teacher in sukkur IBA,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,sir is very informative teacher and he always tried to teach us in very easy way,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Please take questions,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,teacher is very knowledgeable.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Nice teacher,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"A dedicated educator, adept at simplifying lessons for effective learning; possesses an extensive knowledge base and showcases exemplary behavior in fostering a conducive learning environment.",Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,he was intelligent teacher who has best knowledge about islamiat,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,N/A.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"Great teacher, makes learning easy; knows a lot and is really nice in class.",Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"Alhumdulillah, Sir teaching methods are very well",Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Good teacher,Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"A dedicated educator, adept at simplifying lessons for effective learning; possesses an extensive knowledge base and showcases exemplary behavior in fostering a conducive learning environment.",Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Good teacher,Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,A very Great teacher and have a great knowledge about his subject. and thought us alot of new things except our course,Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"N/A
Kind and fair",Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"A dedicated educator, adept at simplifying lessons for effective learning; possesses an extensive knowledge base and showcases exemplary behavior in fostering a conducive learning environment.",Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Good teacher. Honest with his profession,Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,N/A.,Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Great teacher,Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Good,Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,¿¿,Teacher,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Comfortable with the course,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Highly knowledgeable,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,The course was informative.,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,This Subject melted our heart and we didn't just study for marks but for hereafter,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Good,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,N/A.,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,a very helpful course,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,NOT AVALAIBLE,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,course provide us a useful knowledge about Islamic beliefs.,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Very well,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,should included a course like islamiat in every semester,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 6,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"Again, why do we need Islamic studies for CS degree. It just adds additional pressure.",Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Nice course,Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Course was Excellent,Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.ok,Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Course Is little bit more but okay.,Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,no,Course,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"I have not seen an islamiyat teacher like him before , he is very practical and understanding.",Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,He teaches well,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,"Dr. Khalid Shafi's class was always very informative. He always knew his information and subject details on fingertips. The teaching methodology he used is very effective. The discipline was always impeccable in his class, and sir's own behaviour was always respectful and towards us. He knew how to keep us all engaged in the class, our queries were addressed regarding the subject and teacher always remained fair in assessments and treatment towards the students.",Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Best Islamiat Teacher. Really made us inclined towards religions,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Very good teacher,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Your teachings were really great . I like your sense your humour,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,N/A .,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,great sir but very tough checking,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,NOT AVALAIBLE,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,he is very strict in assesment,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Teacher tried his best to improve our moral and religious values.,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Ok,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,every semester needs a professor like sir khallid shafique to build up moral character.,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,None.,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,Good sir,Teacher,Class 7,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,He was the best islamiat teacher that I have ever come across in my life. He motivataed us to study the subject not because of marks but to implement the rules of regulation on muslim in real life. He was the best the best the best.,Teacher,Class 8,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,sir hafiz muhammad khalid shafi gave so much knowledge,Teacher,Class 8,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.ok,Teacher,Class 8,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Teacher,Class 8,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,He is like my parents who taught me more religious things in my life...,Teacher,Class 8,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_43,Islamic Studies,.,Teacher,Class 8,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Teacher was in very high spirit to teach subject and he maintained decorum of class and campus,Teacher,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),interesting course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"Overall, it is well structured and also well-formed",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Useful course for learning about internal environment of a system.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),course was not so much good for cs student instead of cse and EE student,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Course was good and as the sir taught we loved this course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Should be updated,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),too much,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),very good subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),course syllabus was length.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Good course but didnt understand that why we are studying this course.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),course is really informative there has lot to learn.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),amazing,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
